"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","2_18a_D1_PROKKA_07032020","2_18b_A4_PROKKA_07032020","2_18b_D1_PROKKA_07032020","2_18b_D3_PROKKA_07032020","3_18a_D6_PROKKA_07032020","3_18b_C5_PROKKA_07132020","3_18b_D5_PROKKA_07132020","3_18c_C3_PROKKA_07142020","O_acuminata_ref_PROKKA_04122021"
"group_8074","iscR","HTH-type transcriptional regulator IscR","1","1","1","1","8990","1220","2","","443","443","443","","KBJLFPIH_01708","","","","","","",""
"group_8075","ribF","Bifunctional riboflavin kinase/FMN adenylyltransferase","1","1","1","1","6547","1307","1","","1037","1037","1037","","KBJLFPIH_01712","","","","","","",""
"group_8076","","hypothetical protein","1","1","1","1","6561","1209","2","","542","542","542","","KBJLFPIH_01714","","","","","","",""
"group_8077","","hypothetical protein","1","1","1","1","6562","1209","1","","428","428","428","","KBJLFPIH_01715","","","","","","",""
"group_8078","","hypothetical protein","1","1","1","1","6295","1","1760","","344","344","344","","KBJLFPIH_01722","","","","","","",""
"group_8079","pknD_14","Serine/threonine-protein kinase PknD","1","1","1","1","6294","1","1761","","5306","5306","5306","","KBJLFPIH_01723","","","","","","",""
"group_8080","","hypothetical protein","1","1","1","1","6293","1","1762","","1166","1166","1166","","KBJLFPIH_01724","","","","","","",""
"group_8081","","hypothetical protein","1","1","1","1","6292","1","1763","","965","965","965","","KBJLFPIH_01725","","","","","","",""
"group_8082","sasA_16","Adaptive-response sensory-kinase SasA","1","1","1","1","3916","1","1774","","2573","2573","2573","","KBJLFPIH_01728","","","","","","",""
"group_8083","","hypothetical protein","1","1","1","1","3928","114","9","","368","368","368","","KBJLFPIH_01730","","","","","","",""
"group_8084","","hypothetical protein","1","1","1","1","3927","114","10","","1283","1283","1283","","KBJLFPIH_01731","","","","","","",""
"group_8085","","hypothetical protein","1","1","1","1","3908","114","4","","1031","1031","1031","","KBJLFPIH_01735","","","","","","",""
"group_8086","","hypothetical protein","1","1","1","1","3885","892","2","","2870","2870","2870","","KBJLFPIH_01737","","","","","","",""
"group_8087","","hypothetical protein","1","1","1","1","3886","892","3","","791","791","791","","KBJLFPIH_01738","","","","","","",""
"group_8088","","hypothetical protein","1","1","1","1","3887","892","4","","830","830","830","","KBJLFPIH_01739","","","","","","",""
"group_8089","","hypothetical protein","1","1","1","1","3888","892","5","","968","968","968","","KBJLFPIH_01740","","","","","","",""
"group_8090","","hypothetical protein","1","1","1","1","3889","892","6","","239","239","239","","KBJLFPIH_01741","","","","","","",""
"group_8091","","hypothetical protein","1","1","1","1","3890","892","7","","299","299","299","","KBJLFPIH_01742","","","","","","",""
"group_8092","","hypothetical protein","1","1","1","1","3891","892","8","","1310","1310","1310","","KBJLFPIH_01743","","","","","","",""
"group_8093","","hypothetical protein","1","1","1","1","3884","892","23","","1127","1127","1127","","KBJLFPIH_01745","","","","","","",""
"group_8094","","hypothetical protein","1","1","1","1","3883","892","24","","590","590","590","","KBJLFPIH_01746","","","","","","",""
"group_8095","","hypothetical protein","1","1","1","1","3879","892","25","","230","230","230","","KBJLFPIH_01747","","","","","","",""
"group_8096","aplIM_1","Modification methylase AplI","1","1","1","1","3880","892","26","","1067","1067","1067","","KBJLFPIH_01748","","","","","","",""
"group_8097","","hypothetical protein","1","1","1","1","3881","892","1","","992","992","992","","KBJLFPIH_01749","","","","","","",""
"group_8099","","hypothetical protein","1","1","1","1","4098","1","1780","","2090","2090","2090","","KBJLFPIH_01763","","","","","","",""
"group_81","","hypothetical protein","1","1","1","1","7288","8","12","","116","116","116","","KBJLFPIH_00765","","","","","","",""
"group_8100","","hypothetical protein","1","1","1","1","4094","1060","1","","485","485","485","","KBJLFPIH_01767","","","","","","",""
"group_8101","","hypothetical protein","1","1","1","1","4093","1060","2","","1049","1049","1049","","KBJLFPIH_01768","","","","","","",""
"group_8102","","hypothetical protein","1","1","1","1","4092","1060","3","","905","905","905","","KBJLFPIH_01769","","","","","","",""
"group_8103","","hypothetical protein","1","1","1","1","3975","1338","1","","95","95","95","","KBJLFPIH_01771","","","","","","",""
"group_8104","oleC","Olefin beta-lactone synthetase","1","1","1","1","16613","1348","1","","1580","1580","1580","","KBJLFPIH_01774","","","","","","",""
"group_8105","","hypothetical protein","1","1","1","1","16620","1345","1","","692","692","692","","KBJLFPIH_01777","","","","","","",""
"group_8106","sasA_17","Adaptive-response sensory-kinase SasA","1","1","1","1","16612","1054","1","","1121","1121","1121","","KBJLFPIH_01780","","","","","","",""
"group_8107","","hypothetical protein","1","1","1","1","16629","1054","2","","2162","2162","2162","","KBJLFPIH_01781","","","","","","",""
"group_8108","carC_2","2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase","1","1","1","1","16630","1054","3","","890","890","890","","KBJLFPIH_01782","","","","","","",""
"group_8109","","hypothetical protein","1","1","1","1","16634","1346","1","","182","182","182","","KBJLFPIH_01785","","","","","","",""
"group_8110","","hypothetical protein","1","1","1","1","16607","1073","3","","209","209","209","","KBJLFPIH_01789","","","","","","",""
"group_8111","","hypothetical protein","1","1","1","1","16606","1073","2","","755","755","755","","KBJLFPIH_01790","","","","","","",""
"group_8112","tenA_1","Aminopyrimidine aminohydrolase","1","1","1","1","16605","1073","1","","683","683","683","","KBJLFPIH_01791","","","","","","",""
"group_8113","","hypothetical protein","1","1","1","1","16600","986","5","","1040","1040","1040","","KBJLFPIH_01793","","","","","","",""
"group_8114","","hypothetical protein","1","1","1","1","16599","986","4","","431","431","431","","KBJLFPIH_01794","","","","","","",""
"group_8115","","hypothetical protein","1","1","1","1","16582","986","3","","368","368","368","","KBJLFPIH_01795","","","","","","",""
"group_8116","rcsC_39","Sensor histidine kinase RcsC","1","1","1","1","16583","986","2","","5201","5201","5201","","KBJLFPIH_01796","","","","","","",""
"group_8117","rcsC_40","Sensor histidine kinase RcsC","1","1","1","1","16584","986","1","","1898","1898","1898","","KBJLFPIH_01797","","","","","","",""
"group_8118","rcsC_41","Sensor histidine kinase RcsC","1","1","1","1","16581","1172","1","","4724","4724","4724","","KBJLFPIH_01799","","","","","","",""
"group_8119","","hypothetical protein","1","1","1","1","16580","1172","2","","3209","3209","3209","","KBJLFPIH_01800","","","","","","",""
"group_8120","","hypothetical protein","1","1","1","1","16661","120","1","","566","566","566","","KBJLFPIH_01804","","","","","","",""
"group_8121","smc_3","Chromosome partition protein Smc","1","1","1","1","16662","120","2","","1748","1748","1748","","KBJLFPIH_01805","","","","","","",""
"group_8122","tilS","tRNA(Ile)-lysidine synthase","1","1","1","1","16663","120","3","","1016","1016","1016","","KBJLFPIH_01806","","","","","","",""
"group_8123","","hypothetical protein","1","1","1","1","16664","120","4","","296","296","296","","KBJLFPIH_01807","","","","","","",""
"group_8124","","hypothetical protein","1","1","1","1","16665","120","5","","296","296","296","","KBJLFPIH_01808","","","","","","",""
"group_8125","","hypothetical protein","1","1","1","1","16557","1163","2","","1832","1832","1832","","KBJLFPIH_01811","","","","","","",""
"group_8126","fbiC_1","FO synthase","1","1","1","1","16558","1163","1","","1151","1151","1151","","KBJLFPIH_01812","","","","","","",""
"group_8127","","hypothetical protein","1","1","1","1","16524","1","1743","","260","260","260","","KBJLFPIH_01815","","","","","","",""
"group_8128","","hypothetical protein","1","1","1","1","16525","1","1744","","3746","3746","3746","","KBJLFPIH_01816","","","","","","",""
"group_8129","","hypothetical protein","1","1","1","1","16527","1","1746","","1265","1265","1265","","KBJLFPIH_01818","","","","","","",""
"group_813","","hypothetical protein","1","1","1","1","14461","1","2973","","1073","1073","1073","","","OLBDELFK_04966","","","","","",""
"group_8130","","hypothetical protein","1","1","1","1","16526","1","1745","","725","725","725","","KBJLFPIH_01819","","","","","","",""
"group_8131","sppA_2","Protease 4","1","1","1","1","8983","371","2","","1829","1829","1829","","KBJLFPIH_01822","","","","","","",""
"group_8132","","hypothetical protein","1","1","1","1","8977","1297","1","","368","368","368","","KBJLFPIH_01825","","","","","","",""
"group_8133","","hypothetical protein","1","1","1","1","9013","1280","1","","1463","1463","1463","","KBJLFPIH_01827","","","","","","",""
"group_8134","walK_3","Sensor histidine kinase WalK","1","1","1","1","8976","134","5","","1337","1337","1337","","KBJLFPIH_01829","","","","","","",""
"group_8135","","hypothetical protein","1","1","1","1","8973","134","6","","1844","1844","1844","","KBJLFPIH_01830","","","","","","",""
"group_8136","","hypothetical protein","1","1","1","1","8974","134","7","","260","260","260","","KBJLFPIH_01831","","","","","","",""
"group_8137","","hypothetical protein","1","1","1","1","9062","1049","2","","1457","1457","1457","","KBJLFPIH_01835","","","","","","",""
"group_8138","","hypothetical protein","1","1","1","1","9063","1049","3","","692","692","692","","KBJLFPIH_01836","","","","","","",""
"group_8139","","hypothetical protein","1","1","1","1","9064","1049","1","","527","527","527","","KBJLFPIH_01837","","","","","","",""
"group_8140","","hypothetical protein","1","1","1","1","8970","987","1","","323","323","323","","KBJLFPIH_01839","","","","","","",""
"group_8141","","hypothetical protein","1","1","1","1","8969","987","2","","248","248","248","","KBJLFPIH_01840","","","","","","",""
"group_8142","","hypothetical protein","1","1","1","1","8956","987","3","","176","176","176","","KBJLFPIH_01841","","","","","","",""
"group_8143","","hypothetical protein","1","1","1","1","8957","987","4","","284","284","284","","KBJLFPIH_01842","","","","","","",""
"group_8144","","hypothetical protein","1","1","1","1","8958","987","5","","287","287","287","","KBJLFPIH_01843","","","","","","",""
"group_8145","","hypothetical protein","1","1","1","1","8955","33","43","","269","269","269","","KBJLFPIH_01845","","","","","","",""
"mrpA","","Na(+)/H(+) antiporter subunit A","1","1","1","1","8954","33","44","","1442","1442","1442","","KBJLFPIH_01846","","","","","","",""
"group_8147","","hypothetical protein","1","1","1","1","8950","33","39","","263","263","263","","KBJLFPIH_01848","","","","","","",""
"group_8148","","hypothetical protein","1","1","1","1","8946","33","12","","596","596","596","","KBJLFPIH_01850","","","","","","",""
"group_8149","","hypothetical protein","1","1","1","1","9091","33","13","","665","665","665","","KBJLFPIH_01851","","","","","","",""
"group_815","","hypothetical protein","1","1","1","1","14286","1","498","","1070","1070","1070","","","","","","","LNNPAFAO_04761","",""
"group_8150","","hypothetical protein","1","1","1","1","9092","33","5","","3257","3257","3257","","KBJLFPIH_01853","","","","","","",""
"group_8151","","hypothetical protein","1","1","1","1","8906","33","2","","1076","1076","1076","","KBJLFPIH_01855","","","","","","",""
"group_8152","","hypothetical protein","1","1","1","1","8893","299","8","","959","959","959","","KBJLFPIH_01858","","","","","","",""
"group_8153","","hypothetical protein","1","1","1","1","8902","299","10","","626","626","626","","KBJLFPIH_01860","","","","","","",""
"group_8154","","hypothetical protein","1","1","1","1","8899","968","1","","1478","1478","1478","","KBJLFPIH_01862","","","","","","",""
"group_8155","","hypothetical protein","1","1","1","1","8898","968","2","","518","518","518","","KBJLFPIH_01863","","","","","","",""
"group_8156","","hypothetical protein","1","1","1","1","8897","968","3","","2183","2183","2183","","KBJLFPIH_01864","","","","","","",""
"group_8157","","hypothetical protein","1","1","1","1","8883","968","5","","323","323","323","","KBJLFPIH_01865","","","","","","",""
"group_8158","","hypothetical protein","1","1","1","1","8884","968","4","","242","242","242","","KBJLFPIH_01866","","","","","","",""
"group_8159","","hypothetical protein","1","1","1","1","8849","1341","1","","2939","2939","2939","","KBJLFPIH_01869","","","","","","",""
"group_8160","","hypothetical protein","1","1","1","1","8856","938","2","","1022","1022","1022","","KBJLFPIH_01871","","","","","","",""
"group_8161","rcsC_42","Sensor histidine kinase RcsC","1","1","1","1","8855","938","3","","3326","3326","3326","","KBJLFPIH_01872","","","","","","",""
"group_8162","","hypothetical protein","1","1","1","1","8854","938","4","","881","881","881","","KBJLFPIH_01873","","","","","","",""
"group_8163","","hypothetical protein","1","1","1","1","8853","938","5","","2636","2636","2636","","KBJLFPIH_01874","","","","","","",""
"group_8164","","hypothetical protein","1","1","1","1","8852","938","6","","3800","3800","3800","","KBJLFPIH_01875","","","","","","",""
"group_8165","","hypothetical protein","1","1","1","1","8851","938","7","","107","107","107","","KBJLFPIH_01876","","","","","","",""
"group_8166","","hypothetical protein","1","1","1","1","8850","938","1","","215","215","215","","KBJLFPIH_01877","","","","","","",""
"group_8167","","hypothetical protein","1","1","1","1","8824","2","63","","596","596","596","","KBJLFPIH_01879","","","","","","",""
"group_8168","egtB_1","Hercynine oxygenase","1","1","1","1","8825","2","64","","1763","1763","1763","","KBJLFPIH_01880","","","","","","",""
"group_8169","","hypothetical protein","1","1","1","1","8826","2","65","","269","269","269","","KBJLFPIH_01881","","","","","","",""
"group_8170","","hypothetical protein","1","1","1","1","8820","2","68","","1241","1241","1241","","KBJLFPIH_01883","","","","","","",""
"group_8171","rcsC_43","Sensor histidine kinase RcsC","1","1","1","1","8821","2","67","","5189","5189","5189","","KBJLFPIH_01884","","","","","","",""
"group_8172","pleD_1","Response regulator PleD","1","1","1","1","8822","2","66","","1520","1520","1520","","KBJLFPIH_01885","","","","","","",""
